timestamp,time_minutes,experiment_id,thermal_condition,payload_temperature,ambient_temperature,humidity,lid_status,dT_dt,dH_dt,predicted_temperature,predicted_temperature_linear,risk_score,risk_level,ESTR_minutes,ESTR_low_minutes,ESTR_high_minutes,ESTR_minutes_linear,ESTR_minutes_ground_truth,score_proximity,score_temp_trend,score_humidity_trend,score_lid,tau_estimated_s,estimator_status,actuator_state,ground_truth_payload_temperature,ground_truth_ambient_temperature,ground_truth_tau_s,data_type
2026-09-11 09:01:40,1.6666666666666667,1,normal_stable_lid_closed,5.0625,24.9375,45.0,CLOSED,0.0,0.0,5.0923,5.0625,0.83,LOW,240.0,239.0,240.0,240.0,240.0,0.0208,0.0,0.0,0.0,400000.0,WARMUP,IDLE,5.0139,25.0083,144000.0,SIMULATED
2026-09-11 09:01:50,1.8333333333333333,1,normal_stable_lid_closed,5.0,25.0,45.0,CLOSED,0.0,0.0,5.03,5.0,0.0,LOW,240.0,239.0,240.0,240.0,240.0,0.0,0.0,0.0,0.0,400000.0,WARMUP,IDLE,5.0153,25.0092,144000.0,SIMULATED
2026-09-11 09:02:00,2.0,1,normal_stable_lid_closed,5.0,25.0,45.0,CLOSED,0.0,0.0,5.03,5.0,0.0,LOW,240.0,239.0,240.0,240.0,240.0,0.0,0.0,0.0,0.0,400000.0,WARMUP,IDLE,5.0167,25.01,144000.0,SIMULATED
2026-09-11 09:02:10,2.1666666666666665,1,normal_stable_lid_closed,5.0,25.0,44.0,CLOSED,0.0,0.0,5.03,5.0,0.0,LOW,240.0,239.0,240.0,240.0,240.0,0.0,0.0,0.0,0.0,400000.0,WARMUP,IDLE,5.0181,25.0108,144000.0,SIMULATED
2026-09-11 09:02:20,2.3333333333333335,1,normal_stable_lid_closed,5.0,25.0,45.0,CLOSED,0.0,0.0,5.03,5.0,0.0,LOW,240.0,239.0,240.0,240.0,240.0,0.0,0.0,0.0,0.0,400000.0,WARMUP,IDLE,5.0194,25.0117,144000.0,SIMULATED
2026-09-11 09:02:30,2.5,1,normal_stable_lid_closed,5.0625,25.0,45.0,CLOSED,0.0,0.0,5.0924,5.0625,0.83,LOW,240.0,239.0,240.0,240.0,240.0,0.0208,0.0,0.0,0.0,400000.0,WARMUP,IDLE,5.0208,25.0125,144000.0,SIMULATED
2026-09-11 09:02:40,2.6666666666666665,1,normal_stable_lid_closed,5.0,25.0,44.0,CLOSED,0.0,0.0,5.03,5.0,0.0,LOW,240.0,239.0,240.0,240.0,240.0,0.0,0.0,0.0,0.0,400000.0,WARMUP,IDLE,5.0222,25.0133,144000.0,SIMULATED
2026-09-11 09:02:50,2.8333333333333335,1,normal_stable_lid_closed,5.0625,24.9375,45.0,CLOSED,0.0,0.0,5.0923,5.0625,0.83,LOW,240.0,239.0,240.0,240.0,240.0,0.0208,0.0,0.0,0.0,400000.0,WARMUP,IDLE,5.0236,25.0142,144000.0,SIMULATED
2026-09-11 09:03:00,3.0,1,normal_stable_lid_closed,5.0,25.0,45.0,CLOSED,0.0,0.0,5.03,5.0,0.0,LOW,240.0,239.0,240.0,240.0,240.0,0.0,0.0,0.0,0.0,400000.0,WARMUP,IDLE,5.025,25.015,144000.0,SIMULATED
2026-09-11 09:03:10,3.1666666666666665,1,normal_stable_lid_closed,5.0,25.0,45.0,CLOSED,0.0,0.0,5.03,5.0,0.0,LOW,240.0,239.0,240.0,240.0,240.0,0.0,0.0,0.0,0.0,400000.0,WARMUP,IDLE,5.0264,25.0158,144000.0,SIMULATED
2026-09-11 09:03:20,3.3333333333333335,1,normal_stable_lid_closed,5.0,25.0,44.0,CLOSED,0.0,0.0,5.03,5.0,0.0,LOW,240.0,239.0,240.0,240.0,240.0,0.0,0.0,0.0,0.0,400000.0,WARMUP,IDLE,5.0278,25.0167,144000.0,SIMULATED
2026-09-11 09:03:30,3.5,1,normal_stable_lid_closed,5.0625,25.0625,45.0,CLOSED,0.0,0.0,5.0925,5.0625,0.83,LOW,240.0,239.0,240.0,240.0,240.0,0.0208,0.0,0.0,0.0,400000.0,WARMUP,IDLE,5.0292,25.0175,144000.0,SIMULATED
2026-09-11 09:03:40,3.6666666666666665,1,normal_stable_lid_closed,5.0625,25.0,44.0,CLOSED,0.0,0.0,5.0924,5.0625,0.83,LOW,240.0,239.0,240.0,240.0,240.0,0.0208,0.0,0.0,0.0,400000.0,WARMUP,IDLE,5.0305,25.0183,144000.0,SIMULATED
2026-09-11 09:03:50,3.8333333333333335,1,normal_stable_lid_closed,5.0,24.9375,45.0,CLOSED,0.0,0.0,5.0299,5.0,0.0,LOW,240.0,239.0,240.0,240.0,240.0,0.0,0.0,0.0,0.0,400000.0,WARMUP,IDLE,5.0319,25.0192,144000.0,SIMULATED
2026-09-11 09:04:00,4.0,1,normal_stable_lid_closed,5.0,24.9375,45.0,CLOSED,0.0,0.0,5.0299,5.0,0.0,LOW,240.0,239.0,240.0,240.0,240.0,0.0,0.0,0.0,0.0,400000.0,WARMUP,IDLE,5.0333,25.02,144000.0,SIMULATED
2026-09-11 09:04:10,4.166666666666667,1,normal_stable_lid_closed,5.0,25.0,45.0,CLOSED,0.0,0.0,5.03,5.0,0.0,LOW,240.0,239.0,240.0,240.0,240.0,0.0,0.0,0.0,0.0,400000.0,WARMUP,IDLE,5.0347,25.0208,144000.0,SIMULATED
2026-09-11 09:04:20,4.333333333333333,1,normal_stable_lid_closed,5.0,25.0625,45.0,CLOSED,0.0,0.0,5.0301,5.0,0.0,LOW,240.0,239.0,240.0,240.0,240.0,0.0,0.0,0.0,0.0,400000.0,WARMUP,IDLE,5.0361,25.0217,144000.0,SIMULATED
2026-09-11 09:04:30,4.5,1,normal_stable_lid_closed,5.0625,25.0625,45.0,CLOSED,0.0,0.0,5.0925,5.0625,0.83,LOW,240.0,239.0,240.0,240.0,240.0,0.0208,0.0,0.0,0.0,400000.0,WARMUP,IDLE,5.0375,25.0225,144000.0,SIMULATED
2026-09-11 09:04:40,4.666666666666667,1,normal_stable_lid_closed,5.0625,25.0,45.0,CLOSED,0.0,0.0,5.0924,5.0625,0.83,LOW,240.0,239.0,240.0,240.0,240.0,0.0208,0.0,0.0,0.0,400000.0,WARMUP,IDLE,5.0389,25.0233,144000.0,SIMULATED
2026-09-11 09:04:50,4.833333333333333,1,normal_stable_lid_closed,5.0625,25.0625,45.0,CLOSED,0.0,0.0,5.0925,5.0625,0.83,LOW,240.0,239.0,240.0,240.0,240.0,0.0208,0.0,0.0,0.0,400000.0,WARMUP,IDLE,5.0403,25.0242,144000.0,SIMULATED
2026-09-11 09:05:00,5.0,1,normal_stable_lid_closed,5.0625,25.0,45.0,CLOSED,0.0,0.0,5.0924,5.0625,0.83,LOW,240.0,239.0,240.0,240.0,240.0,0.0208,0.0,0.0,0.0,400000.0,WARMUP,IDLE,5.0416,25.025,144000.0,SIMULATED
2026-09-11 09:05:10,5.166666666666667,1,normal_stable_lid_closed,5.0625,25.0,45.0,CLOSED,0.0,0.0,5.0924,5.0625,0.83,LOW,240.0,239.0,240.0,240.0,240.0,0.0208,0.0,0.0,0.0,400000.0,WARMUP,IDLE,5.043,25.0258,144000.0,SIMULATED
2026-09-11 09:05:20,5.333333333333333,1,normal_stable_lid_closed,5.0,25.0,44.0,CLOSED,0.0,0.0,5.03,5.0,0.0,LOW,240.0,239.0,240.0,240.0,240.0,0.0,0.0,0.0,0.0,400000.0,WARMUP,IDLE,5.0444,25.0267,144000.0,SIMULATED
2026-09-11 09:05:30,5.5,1,normal_stable_lid_closed,5.0625,25.0,46.0,CLOSED,0.0,0.0,5.0924,5.0625,0.83,LOW,240.0,239.0,240.0,240.0,240.0,0.0208,0.0,0.0,0.0,400000.0,WARMUP,IDLE,5.0458,25.0275,144000.0,SIMULATED
2026-09-11 09:05:40,5.666666666666667,1,normal_stable_lid_closed,5.0,25.0625,46.0,CLOSED,0.0,0.0,5.0301,5.0,0.0,LOW,240.0,239.0,240.0,240.0,240.0,0.0,0.0,0.0,0.0,400000.0,WARMUP,IDLE,5.0472,25.0283,144000.0,SIMULATED
2026-09-11 09:05:50,5.833333333333333,1,normal_stable_lid_closed,5.0625,25.125,46.0,CLOSED,0.0,0.0,5.0926,5.0625,0.83,LOW,240.0,239.0,240.0,240.0,240.0,0.0208,0.0,0.0,0.0,400000.0,WARMUP,IDLE,5.0486,25.0292,144000.0,SIMULATED
2026-09-11 09:06:00,6.0,1,normal_stable_lid_closed,5.0625,25.0625,44.0,CLOSED,0.0,0.0,5.0925,5.0625,0.83,LOW,240.0,239.0,240.0,240.0,240.0,0.0208,0.0,0.0,0.0,400000.0,WARMUP,IDLE,5.05,25.03,144000.0,SIMULATED
2026-09-11 09:06:10,6.166666666666667,1,normal_stable_lid_closed,5.0,24.9375,46.0,CLOSED,0.0,0.0,5.0299,5.0,0.0,LOW,240.0,239.0,240.0,240.0,240.0,0.0,0.0,0.0,0.0,400000.0,WARMUP,IDLE,5.0514,25.0308,144000.0,SIMULATED
2026-09-11 09:06:20,6.333333333333333,1,normal_stable_lid_closed,5.125,25.125,45.0,CLOSED,0.0,0.0,5.155,5.125,1.67,LOW,240.0,239.0,240.0,240.0,240.0,0.0417,0.0,0.0,0.0,400000.0,WARMUP,IDLE,5.0527,25.0317,144000.0,SIMULATED
2026-09-11 09:06:30,6.5,1,normal_stable_lid_closed,5.0,25.0,45.0,CLOSED,0.0,0.0,5.03,5.0,0.0,LOW,240.0,239.0,240.0,240.0,240.0,0.0,0.0,0.0,0.0,400000.0,WARMUP,IDLE,5.0541,25.0325,144000.0,SIMULATED
2026-09-11 09:06:40,6.666666666666667,1,normal_stable_lid_closed,5.0625,25.0625,45.0,CLOSED,0.0,0.0,5.0925,5.0625,0.83,LOW,240.0,239.0,240.0,240.0,240.0,0.0208,0.0,0.0,0.0,400000.0,WARMUP,IDLE,5.0555,25.0333,144000.0,SIMULATED
2026-09-11 09:06:50,6.833333333333333,1,normal_stable_lid_closed,5.0625,25.0,45.0,CLOSED,0.0,0.0,5.0924,5.0625,0.83,LOW,240.0,239.0,240.0,240.0,240.0,0.0208,0.0,0.0,0.0,400000.0,WARMUP,IDLE,5.0569,25.0342,144000.0,SIMULATED
2026-09-11 09:07:00,7.0,1,normal_stable_lid_closed,5.0625,25.0625,46.0,CLOSED,0.0,0.0,5.0925,5.0625,0.83,LOW,240.0,239.0,240.0,240.0,240.0,0.0208,0.0,0.0,0.0,400000.0,WARMUP,IDLE,5.0583,25.035,144000.0,SIMULATED
2026-09-11 09:07:10,7.166666666666667,1,normal_stable_lid_closed,5.0625,25.0625,45.0,CLOSED,0.0,0.0,5.0925,5.0625,0.83,LOW,240.0,239.0,240.0,240.0,240.0,0.0208,0.0,0.0,0.0,400000.0,WARMUP,IDLE,5.0597,25.0358,144000.0,SIMULATED
2026-09-11 09:07:20,7.333333333333333,1,normal_stable_lid_closed,5.0625,25.0625,45.0,CLOSED,0.0,0.0,5.0925,5.0625,0.83,LOW,240.0,239.0,240.0,240.0,240.0,0.0208,0.0,0.0,0.0,400000.0,WARMUP,IDLE,5.0611,25.0367,144000.0,SIMULATED
2026-09-11 09:07:30,7.5,1,normal_stable_lid_closed,5.0,25.0,46.0,CLOSED,0.0,0.0,5.03,5.0,0.0,LOW,240.0,239.0,240.0,240.0,240.0,0.0,0.0,0.0,0.0,400000.0,WARMUP,IDLE,5.0625,25.0375,144000.0,SIMULATED
2026-09-11 09:07:40,7.666666666666667,1,normal_stable_lid_closed,5.0625,25.0,45.0,CLOSED,0.0,0.0,5.0924,5.0625,0.83,LOW,240.0,239.0,240.0,240.0,240.0,0.0208,0.0,0.0,0.0,400000.0,WARMUP,IDLE,5.0638,25.0383,144000.0,SIMULATED
2026-09-11 09:07:50,7.833333333333333,1,normal_stable_lid_closed,5.0625,25.0,44.0,CLOSED,0.0,0.0,5.0924,5.0625,0.83,LOW,240.0,239.0,240.0,240.0,240.0,0.0208,0.0,0.0,0.0,400000.0,WARMUP,IDLE,5.0652,25.0392,144000.0,SIMULATED
2026-09-11 09:08:00,8.0,1,normal_stable_lid_closed,5.0625,25.0,46.0,CLOSED,0.0,0.0,5.0924,5.0625,0.83,LOW,240.0,239.0,240.0,240.0,240.0,0.0208,0.0,0.0,0.0,400000.0,WARMUP,IDLE,5.0666,25.04,144000.0,SIMULATED
2026-09-11 09:08:10,8.166666666666666,1,normal_stable_lid_closed,5.1875,25.0625,46.0,CLOSED,0.0,0.0,5.2173,5.1875,2.5,LOW,240.0,239.0,240.0,240.0,240.0,0.0625,0.0,0.0,0.0,400000.0,WARMUP,IDLE,5.068,25.0408,144000.0,SIMULATED
2026-09-11 09:08:20,8.333333333333334,1,normal_stable_lid_closed,5.0,25.0625,45.0,CLOSED,0.0,0.0,5.0301,5.0,0.0,LOW,240.0,239.0,240.0,240.0,240.0,0.0,0.0,0.0,0.0,400000.0,WARMUP,IDLE,5.0694,25.0417,144000.0,SIMULATED
2026-09-11 09:08:30,8.5,1,normal_stable_lid_closed,5.0,25.1875,46.0,CLOSED,0.0,0.0,5.0303,5.0,0.0,LOW,240.0,239.0,240.0,240.0,240.0,0.0,0.0,0.0,0.0,400000.0,WARMUP,IDLE,5.0708,25.0425,144000.0,SIMULATED
2026-09-11 09:08:40,8.666666666666666,1,normal_stable_lid_closed,5.125,24.9375,45.0,CLOSED,0.0,0.0,5.1547,5.125,1.67,LOW,240.0,239.0,240.0,240.0,240.0,0.0417,0.0,0.0,0.0,400000.0,WARMUP,IDLE,5.0722,25.0433,144000.0,SIMULATED
2026-09-11 09:08:50,8.833333333333334,1,normal_stable_lid_closed,5.0,25.0,44.0,CLOSED,0.0,0.0,5.03,5.0,0.0,LOW,240.0,239.0,240.0,240.0,240.0,0.0,0.0,0.0,0.0,400000.0,WARMUP,IDLE,5.0736,25.0442,144000.0,SIMULATED
2026-09-11 09:09:00,9.0,1,normal_stable_lid_closed,5.125,25.0,46.0,CLOSED,0.0,0.0,5.1548,5.125,1.67,LOW,240.0,239.0,240.0,240.0,240.0,0.0417,0.0,0.0,0.0,400000.0,WARMUP,IDLE,5.0749,25.045,144000.0,SIMULATED
2026-09-11 09:09:10,9.166666666666666,1,normal_stable_lid_closed,5.0,25.0625,46.0,CLOSED,0.0,0.0,5.0301,5.0,0.0,LOW,240.0,239.0,240.0,240.0,240.0,0.0,0.0,0.0,0.0,400000.0,WARMUP,IDLE,5.0763,25.0458,144000.0,SIMULATED
2026-09-11 09:09:20,9.333333333333334,1,normal_stable_lid_closed,5.1875,24.9375,46.0,CLOSED,0.0,0.0,5.2171,5.1875,2.5,LOW,240.0,239.0,240.0,240.0,240.0,0.0625,0.0,0.0,0.0,400000.0,WARMUP,IDLE,5.0777,25.0467,144000.0,SIMULATED
2026-09-11 09:09:30,9.5,1,normal_stable_lid_closed,5.25,25.125,45.0,CLOSED,0.0,0.0,5.2798,5.25,3.33,LOW,240.0,239.0,240.0,240.0,240.0,0.0833,0.0,0.0,0.0,400000.0,WARMUP,IDLE,5.0791,25.0475,144000.0,SIMULATED
2026-09-11 09:09:40,9.666666666666666,1,normal_stable_lid_closed,5.0625,25.0625,45.0,CLOSED,0.0,0.0,5.0925,5.0625,0.83,LOW,240.0,239.0,240.0,240.0,240.0,0.0208,0.0,0.0,0.0,400000.0,WARMUP,IDLE,5.0805,25.0483,144000.0,SIMULATED
2026-09-11 09:09:50,9.833333333333334,1,normal_stable_lid_closed,5.125,25.0,45.0,CLOSED,0.0,0.0,5.1548,5.125,1.67,LOW,240.0,239.0,240.0,240.0,240.0,0.0417,0.0,0.0,0.0,400000.0,WARMUP,IDLE,5.0819,25.0492,144000.0,SIMULATED
2026-09-11 09:10:00,10.0,1,normal_stable_lid_closed,5.0625,25.0625,44.0,CLOSED,0.00657,0.06617,5.0925,5.1282,4.13,LOW,240.0,239.0,240.0,240.0,240.0,0.0208,0.0657,0.1323,0.0,400000.0,OK,IDLE,5.0833,25.05,144000.0,SIMULATED
2026-09-11 09:10:10,10.166666666666666,1,normal_stable_lid_closed,5.0625,25.0,45.0,CLOSED,0.00685,0.06241,5.0924,5.131,4.14,LOW,240.0,239.0,240.0,240.0,240.0,0.0208,0.0685,0.1248,0.0,400000.0,OK,IDLE,5.0846,25.0508,144000.0,SIMULATED
2026-09-11 09:10:20,10.333333333333334,1,normal_stable_lid_closed,5.0625,25.0625,45.0,CLOSED,0.00694,0.05958,5.0925,5.1319,4.11,LOW,240.0,239.0,240.0,240.0,240.0,0.0208,0.0694,0.1192,0.0,400000.0,OK,IDLE,5.086,25.0517,144000.0,SIMULATED
2026-09-11 09:10:30,10.5,1,normal_stable_lid_closed,5.0625,25.0,46.0,CLOSED,0.00708,0.06027,5.0924,5.1333,4.16,LOW,240.0,239.0,240.0,240.0,240.0,0.0208,0.0708,0.1205,0.0,400000.0,OK,IDLE,5.0874,25.0525,144000.0,SIMULATED
2026-09-11 09:10:40,10.666666666666666,1,normal_stable_lid_closed,5.125,25.0625,45.0,CLOSED,0.00762,0.06046,5.1549,5.2012,5.16,LOW,240.0,239.0,240.0,240.0,240.0,0.0417,0.0762,0.1209,0.0,400000.0,OK,IDLE,5.0888,25.0533,144000.0,SIMULATED
2026-09-11 09:10:50,10.833333333333334,1,normal_stable_lid_closed,5.0625,25.0625,45.0,CLOSED,0.00789,0.06032,5.0925,5.1414,4.41,LOW,240.0,239.0,240.0,240.0,240.0,0.0208,0.0789,0.1206,0.0,400000.0,OK,IDLE,5.0902,25.0542,144000.0,SIMULATED
2026-09-11 09:11:00,11.0,1,normal_stable_lid_closed,5.125,25.0625,45.0,CLOSED,0.00815,0.05993,5.1549,5.2065,5.31,LOW,240.0,239.0,240.0,240.0,240.0,0.0417,0.0815,0.1199,0.0,400000.0,OK,IDLE,5.0916,25.055,144000.0,SIMULATED
2026-09-11 09:11:10,11.166666666666666,1,normal_stable_lid_closed,5.125,25.125,45.0,CLOSED,0.00857,0.05937,5.155,5.2107,5.42,LOW,240.0,239.0,240.0,240.0,240.0,0.0417,0.0857,0.1187,0.0,400000.0,OK,IDLE,5.093,25.0558,144000.0,SIMULATED
2026-09-11 09:11:20,11.333333333333334,1,normal_stable_lid_closed,5.0625,25.0625,45.0,CLOSED,0.00891,0.05869,5.0925,5.1516,4.68,LOW,240.0,239.0,240.0,240.0,240.0,0.0208,0.0891,0.1174,0.0,400000.0,OK,IDLE,5.0944,25.0567,144000.0,SIMULATED
2026-09-11 09:11:30,11.5,1,normal_stable_lid_closed,5.0625,25.0625,45.0,CLOSED,0.00884,0.05793,5.0925,5.1509,4.64,LOW,240.0,239.0,240.0,240.0,240.0,0.0208,0.0884,0.1159,0.0,400000.0,OK,IDLE,5.0957,25.0575,144000.0,SIMULATED
2026-09-11 09:11:40,11.666666666666666,1,normal_stable_lid_closed,5.125,25.0625,45.0,CLOSED,0.00901,0.05416,5.1549,5.2151,5.45,LOW,240.0,239.0,240.0,240.0,240.0,0.0417,0.0901,0.1083,0.0,400000.0,OK,IDLE,5.0971,25.0583,144000.0,SIMULATED
2026-09-11 09:11:50,11.833333333333334,1,normal_stable_lid_closed,5.125,25.0,45.0,CLOSED,0.00934,0.05115,5.1548,5.2184,5.49,LOW,240.0,239.0,240.0,240.0,240.0,0.0417,0.0934,0.1023,0.0,400000.0,OK,IDLE,5.0985,25.0592,144000.0,SIMULATED
2026-09-11 09:12:00,12.0,1,normal_stable_lid_closed,5.125,25.0625,44.0,CLOSED,0.00959,0.0458,5.1549,5.2209,5.46,LOW,240.0,239.0,240.0,240.0,240.0,0.0417,0.0959,0.0916,0.0,400000.0,OK,IDLE,5.0999,25.06,144000.0,SIMULATED
2026-09-11 09:12:10,12.166666666666666,1,normal_stable_lid_closed,5.125,25.0,45.0,CLOSED,0.00979,0.04177,5.1548,5.2229,5.44,LOW,240.0,239.0,240.0,240.0,240.0,0.0417,0.0979,0.0835,0.0,400000.0,OK,IDLE,5.1013,25.0608,144000.0,SIMULATED
2026-09-11 09:12:20,12.333333333333334,1,normal_stable_lid_closed,5.125,25.0625,45.0,CLOSED,0.00992,0.03571,5.1549,5.2242,5.36,LOW,240.0,239.0,240.0,240.0,240.0,0.0417,0.0992,0.0714,0.0,400000.0,OK,IDLE,5.1027,25.0617,144000.0,SIMULATED
2026-09-11 09:12:30,12.5,1,normal_stable_lid_closed,5.1875,25.125,46.0,CLOSED,0.01018,0.03394,5.2174,5.2893,6.23,LOW,240.0,239.0,240.0,240.0,240.0,0.0625,0.1018,0.0679,0.0,400000.0,OK,IDLE,5.1041,25.0625,144000.0,SIMULATED
2026-09-11 09:12:40,12.666666666666666,1,normal_stable_lid_closed,5.0625,25.0,46.0,CLOSED,0.01034,0.03509,5.0924,5.1659,4.64,LOW,240.0,239.0,240.0,240.0,240.0,0.0208,0.1034,0.0702,0.0,400000.0,OK,IDLE,5.1054,25.0633,144000.0,SIMULATED
2026-09-11 09:12:50,12.833333333333334,1,normal_stable_lid_closed,5.125,25.125,46.0,CLOSED,0.01042,0.03522,5.155,5.2292,5.5,LOW,240.0,239.0,240.0,240.0,240.0,0.0417,0.1042,0.0704,0.0,400000.0,OK,IDLE,5.1068,25.0642,144000.0,SIMULATED
2026-09-11 09:13:00,13.0,1,normal_stable_lid_closed,5.1875,25.0,45.0,CLOSED,0.0108,0.03456,5.2172,5.2955,6.43,LOW,240.0,239.0,240.0,240.0,240.0,0.0625,0.108,0.0691,0.0,400000.0,OK,IDLE,5.1082,25.065,144000.0,SIMULATED
2026-09-11 09:13:10,13.166666666666666,1,normal_stable_lid_closed,5.0,25.0,45.0,CLOSED,0.01065,0.03333,5.03,5.1065,3.86,LOW,240.0,239.0,240.0,240.0,240.0,0.0,0.1065,0.0667,0.0,400000.0,OK,IDLE,5.1096,25.0658,144000.0,SIMULATED
2026-09-11 09:13:20,13.333333333333334,1,normal_stable_lid_closed,5.125,25.0625,45.0,CLOSED,0.0105,0.03171,5.1549,5.23,5.45,LOW,240.0,239.0,240.0,240.0,240.0,0.0417,0.105,0.0634,0.0,400000.0,OK,IDLE,5.111,25.0667,144000.0,SIMULATED
2026-09-11 09:13:30,13.5,1,normal_stable_lid_closed,5.0625,25.0625,44.0,CLOSED,0.01014,0.024,5.0925,5.1639,4.36,LOW,240.0,239.0,240.0,240.0,240.0,0.0208,0.1014,0.048,0.0,400000.0,OK,IDLE,5.1124,25.0675,144000.0,SIMULATED
2026-09-11 09:13:40,13.666666666666666,1,normal_stable_lid_closed,5.125,24.9375,45.0,CLOSED,0.01001,0.01785,5.1547,5.2251,5.03,LOW,240.0,239.0,240.0,240.0,240.0,0.0417,0.1001,0.0357,0.0,400000.0,OK,IDLE,5.1138,25.0683,144000.0,SIMULATED
2026-09-11 09:13:50,13.833333333333334,1,normal_stable_lid_closed,5.125,25.125,44.0,CLOSED,0.01002,0.00697,5.155,5.2252,4.81,LOW,240.0,239.0,240.0,240.0,240.0,0.0417,0.1002,0.0139,0.0,400000.0,OK,IDLE,5.1151,25.0692,144000.0,SIMULATED
2026-09-11 09:14:00,14.0,1,normal_stable_lid_closed,5.0625,25.1875,45.0,CLOSED,0.00977,-0.0014,5.0927,5.1602,3.76,LOW,240.0,239.0,240.0,240.0,240.0,0.0208,0.0977,0.0,0.0,400000.0,OK,IDLE,5.1165,25.07,144000.0,SIMULATED
2026-09-11 09:14:10,14.166666666666666,1,normal_stable_lid_closed,5.125,25.0625,44.0,CLOSED,0.0095,-0.01088,5.1549,5.22,4.52,LOW,240.0,239.0,240.0,240.0,240.0,0.0417,0.095,0.0,0.0,400000.0,OK,IDLE,5.1179,25.0708,144000.0,SIMULATED
2026-09-11 09:14:20,14.333333333333334,1,normal_stable_lid_closed,5.125,25.125,45.0,CLOSED,0.00922,-0.01818,5.155,5.2172,4.43,LOW,240.0,239.0,240.0,240.0,240.0,0.0417,0.0922,0.0,0.0,400000.0,OK,IDLE,5.1193,25.0717,144000.0,SIMULATED
2026-09-11 09:14:30,14.5,1,normal_stable_lid_closed,5.0625,25.0625,45.0,CLOSED,0.00872,-0.02396,5.0925,5.1497,3.45,LOW,240.0,239.0,240.0,240.0,240.0,0.0208,0.0872,0.0,0.0,400000.0,OK,IDLE,5.1207,25.0725,144000.0,SIMULATED
